Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_Status,Booking_TS,Pickup_TS,Return_TS,Odo_Start,Odo_End,Fuel_Level,Rate,Promo_Code,City,GPS_Lat,GPS_Lon,Speed,Payment,Driver_License,Damage_Flag,Notes
RES-01007,CUST-0172,CAR_392,Luxury,No_Show,2025-04-30T13:25,05/03/2025 13:25,2025/05/04 07:25,75463 km,75420,NA,2000/day,NEW10,mumbai,12.90653415221011,77.6327644221135,78kmh,CARD,DL-5909596093,Major,Tyre pressure alert during trip
RES-01008,CUST-0648,CAR525,Luxury,Cancelled,2025-05-25 01:35,2025-05-31T01:35,2025/5/31 18:64,"32,706",33003km,0.30,1800 perday,NEW10,chennai,12.923342992378403,77.62696404517341,30 km/h, card,DL-3201707386,Minor,Car returned in good condition
RES-01009,CUST-0424,car238,Toyota,No_Show,2025-04-26T04:52,2025-04-28T04:52,30-04-2025 13:52,64032,64191km,0.30,₹ 2000 / day,SAVE50,New Delhi,12.85829547861351,77.58763550237742,96,CASH,DL-8173400816,None,Customer requested early pickup
RES-01010,CUST-0500, CAR-282 ,EV,No_Show,2025-04-04T02:31,12-04-2025 02:31,2025/4/12 5:79,11266,11441km,1.0,$20/day,SAVE50,mumbai,12.868965297977931,77.63938345271296,fast,CARD,DL-6384893303,Major,Car returned in good condition
RES-01011,CUST-0418,CAR222,Hatchback,Completed,20-06-2025 14:11,2025/6/23 14:76,24-06-2025 04:11,"79,448",79619km,75%,$20/day,NEW10,mumbai,12.892972028900507,77.6310586368644,115 km/h,upi,DL-9354808432,Minor,Customer reported minor scratch on door
RES-01012,CUST-0006,CAR096,Toyota,Completed,03/30/2025 17:15,03-04-2025 17:15,2025-04-06 15:15,"33,894","34,287",,₹2500 per day,DISC20,N/A,12.929104761685215,77.64065693426987,fast,upi ,DL-1174133193,None,Tyre pressure alert during trip
RES-01013,CUST-1967,CAR 141,Luxury,No_Show,02/02/2025 14:57,02/06/2025 14:57,2025/2/9 1:74,72094 km,"72,117",50,,NEW10,bangalore,12.911118229449988,77.63733064539686,129 km/h,card,DL-9402982524,None,Navigation system malfunction reported
RES-01014,CUST-1275,CAR_439,Suzuki,Cancelled,2025-05-18T00:33,21-05-2025 00:33,22-05-2025 08:33,"27,918","27,853",0.25,₹1500/day,DISC20,New Delhi,12.920010948048418,77.6447591618709,32kmh,UPI,DL-4680453466,Minor,Car returned in good condition
RES-01015,CUST-0304,CAR 498,SUV,Completed,04/10/2025 06:30,2025/4/11 6:60,04/11/2025 14:30,64336 km,"64,489",75%,"₹1,800/day",DISC20,New Delhi,12.942543660578428,77.56983168424395,fast,cash,DL-8425028414,Minor,Low fuel warning observed
RES-01016,CUST-0952,CAR_224,Luxury,Completed,02/17/2025 19:04,2025/2/24 19:61,02/24/2025 20:04,"55,911","56,015",100%,₹1500/day,,DELHI,12.85340673597033,77.64609172993362,66,Debit Card,DL-3021522536,Major,Vehicle returned late due to traffic
RES-01017,CUST-1577,CAR 161,Hatchback,Cancelled,2025/2/22 12:60,2025/03/01 12:51,2025-03-04 06:51,15420,15386,100%,₹1500/day,,chennai,12.872937252145254,77.56955874245635,38,CARD,DL-5271494507,Major,Customer requested early pickup
RES-01018,CUST-1936,car-373,Creta,Cancelled,2025-06-08T13:26,06/13/2025 13:26,15-06-2025 23:26,30523 km,30871,0.10,1500 per day,WELCOME5,chennai,12.886117788874783,77.63646177222431,53kmh,,DL-7578813792,Major,Interior cleaning required
RES-01019,CUST-1254, CAR-583 ,Sedan,No_Show,2025-06-01 11:56,2025-06-02 11:56,04-06-2025 23:56,"71,334",71613,75,1500 per day,WELCOME5,MUM,12.880348795625936,77.64293806471464,92,CARD,DL-8797811400,Major,Navigation system malfunction reported
RES-01020,CUST-0077,car039,Suzuki,Completed,2025-06-12 12:53,2025/06/22 12:53,2025-06-22 13:53,20784,21101,NA,USD 25/day,DISC20,MUM,12.896375080316151,77.6462013061714,fast,,DL-3126511696,None,Car returned in good condition
RES-01021,CUST-0191,CAR_006,Luxury,No_Show,2025-01-05T23:38,2025-01-10T23:38,01/11/2025 06:38,"79,142","79,379",75%,Rs1500/day,,chennai,12.902658226951363,77.5913365532327,fast,Wallet,DL-2519769411,Major,Tyre pressure alert during trip
RES-01022,CUST-1064,CAR-182,Suzuki,Cancelled,2025-01-26T01:01,2025-01-28T01:01,2025-01-29 07:01,"65,143",65185km,50%,₹1500/day,SAVE50,Mumbai,12.937305321151966,77.59465901954702,133 km/h,upi ,DL-7425300030,Major,Customer satisfied with ride
RES-01023,CUST-0537,car338,Hatchback,No_Show,11-06-2025 16:47,2025/06/17 16:47,06/18/2025 19:47,11924 km,12419km,75%,1800 perday,DISC20,Bengaluru,12.895627946002161,77.6396147675137,,netbanking,DL-7977443261,Minor,Tyre pressure alert during trip
RES-01024,CUST-0773,CAR-280,Luxury,No_Show,2025/3/28 16:62,2025-04-07T16:43,2025-04-10T10:43,67564 km,67511,0.25,Rs1500/day,SAVE50,New Delhi,12.904435984316207,77.56273319471761,,CASH,DL-7971432644,None,Tyre pressure alert during trip
RES-01025,CUST-0441,CAR 236,Creta,No_Show,02-05-2025 10:11,2025-05-08 10:11,05/09/2025 17:11,49349 km,49696km,,Rs1500/day,,Delhi,12.8900149247502,77.64287119393667,81kmh,Debit Card,DL-5987608152,None,Navigation system malfunction reported
RES-01026,CUST-1334,car579,Toyota,Cancelled,2025/5/26 3:78,31-05-2025 03:11,2025/06/02 17:11,"19,672","19,603",0.10,$20/day,NEW10,N/A,12.882341531112843,77.63882120499166,68kmh,Wallet,DL-2820049322,None,Interior cleaning required
RES-01027,CUST-1642,CAR-544 ,Creta,Cancelled,10-06-2025 22:05,2025/6/15 22:63,2025/06/18 14:05,"39,567",39595km,1.0,2000/day,DISC20,MUM,12.926690448935407,77.59999604882628,80,CARD,DL-5960957326,None,Customer requested early pickup
RES-01028,CUST-0159,CAR 422,Suzuki,No_Show,2025-05-22 07:56,2025-05-31T07:56,06/02/2025 14:56,23637,23968km,1.0,,,mumbai,12.866258572589022,77.56765389069353,,Debit Card,DL-6070300538,Major,Customer requested early pickup
RES-01029,CUST-1762,CAR-517,Hatchback,Completed,16-01-2025 10:56,2025/01/19 10:56,2025-01-19T07:56,28121,"28,606",0.25,,WELCOME5,Chennai,12.865332941049928,77.59042603020808,fast,wallet,DL-6904630245,None,
RES-01030,CUST-1932, CAR-504 ,EV,Cancelled,2025-01-06T01:16,2025-01-15 01:16,2025-01-15 05:16,"19,498","19,441",NA,₹1500/day,SAVE50,mumbai,12.942323631993942,77.64610034921616,,Debit Card,DL-1641940843,Major,Customer requested early pickup
RES-01031,CUST-1987,CAR_243,Toyota,Completed,2025/03/25 15:59,2025-04-02T15:59,04/03/2025 21:59,"64,670",64892,,₹ 2000 / day,WELCOME5,N/A,12.878787819231869,77.58450532350182,31kmh,card,DL-9757516135,None,AC performance slightly low
RES-01032,CUST-1216, CAR-432 ,EV,No_Show,2025/2/10 7:76,2025/2/13 7:75,2025-02-14 07:26,"22,879",23266km,1.0,1500 per day,,mumbai,12.938366668642436,77.59491386875865,fast,Credit Card,DL-6331847977,Major,Customer reported minor scratch on door
RES-01033,CUST-0745,CAR-057 ,SUV,No_Show,2025/2/27 16:61,2025-03-09T16:39,2025-03-10T06:39,35262 km,35490,0.30,₹2500 per day,,N/A,12.912657131128503,77.6163531493312,,UPI,DL-4447528913,Major,AC performance slightly low
RES-01034,CUST-1315,CAR-125,Luxury,Cancelled,2025-02-16T16:58,2025/02/20 16:58,2025-02-21 07:58,74966 km,75237km,75%,1500 per day,WELCOME5,CHN,12.885662260664086,77.64782614564211,102,Debit Card,DL-7011124789,None,Interior cleaning required
RES-01035,CUST-1433,CAR170,Creta,No_Show,2025/3/21 16:68,2025/3/28 16:78,03/29/2025 22:37,"36,641","36,600",0.75,2000/day,,MUM,12.929661734618515,77.5613196546102,fast,card,DL-9522468601,Minor,Car returned in good condition
RES-01036,CUST-1106,car587,Luxury,Completed,2025-01-09 23:47,2025/01/18 23:47,2025-01-20 17:47,71680,72136km,0.25,1800 perday,SAVE50,bangalore,12.90296561370555,77.58916498865378,,Credit Card,DL-8860166652,Minor,Customer requested early pickup
RES-01037,CUST-1843,car-483,Suzuki,Completed,2025-06-25 14:04,2025/6/27 14:73,29-06-2025 05:04,40655 km,"40,587",0.10,1800 perday,NEW10,bangalore,12.857550487492343,77.5625406733784,fast,upi ,DL-9174471171,Minor,Customer reported minor scratch on door
RES-01038,CUST-1624,CAR090,SUV,Cancelled,2025/05/20 02:42,2025-05-25T02:42,27-05-2025 06:42,73681 km,73918,0.30,1500 per day,,MUM,12.859712768892168,77.56891405835329,107,wallet,DL-7382134566,None,Customer requested early pickup
RES-01039,CUST-0795,CAR_492,EV,Cancelled,2025/2/20 3:62,27-02-2025 03:13,2025-03-01T05:13,55279 km,55616km,0.25,₹1500/day,DISC20,delhi,12.885147906790792,77.6478616697274,136 km/h,netbanking,DL-5711892492,None,Customer reported minor scratch on door
RES-01040,CUST-1139,CAR-231,Luxury,Cancelled,04/11/2025 08:12,19-04-2025 08:12,2025/4/21 14:70,74322,74570km,10%,USD 25/day,NEW10,blr,12.927063795168229,77.58042582066331,51 km/h,Wallet,DL-1435072992,None,Tyre pressure alert during trip
RES-01041,CUST-0416,UNKNOWN,Toyota,Completed,19-01-2025 11:45,2025/1/22 11:61,2025/01/23 18:45,"27,443",27389,100%,1500/day,DISC20,CHN,12.863702630298643,77.6147134790632,124kmh,card,DL-2294640567,Major,Customer reported minor scratch on door
RES-01042,CUST-0604,car-201,Hatchback,No_Show,16-04-2025 14:33,2025-04-26 14:33,2025/4/27 16:71,"37,873",38134,50%,₹1500/day,,N/A,12.860388045135,77.61166219999733,fast,Wallet,DL-4955847946,Major,Customer requested early pickup
RES-01043,CUST-0590,CAR-410 ,Creta,No_Show,2025/3/22 12:73,2025-03-23 12:41,2025/03/24 23:41,33804,33899km,10%,2000/day,DISC20,Bombay,12.913200907936497,77.59365162703226,,Wallet,DL-6916084192,None,Customer satisfied with ride
RES-01044,CUST-0439,car474,EV,No_Show,2025/4/17 13:60,2025-04-23 13:55,2025-04-24 05:55,44620 km,44821,25%,,DISC20,bangalore,12.86607617601718,77.6394006175825,fast,upi ,DL-5492203015,Minor,Customer reported minor scratch on door
RES-01045,CUST-0548,CAR472,SUV,No_Show,2025-06-25 10:13,26-06-2025 10:13,2025-06-27T18:13,"23,621",23811,0.30,,SAVE50,Mumbai,12.884576011678654,77.58339591564675,137 km/h,card,DL-4796856816,Major,Car returned in good condition
RES-01046,CUST-0275,CAR 236,Creta,Completed,26-01-2025 20:35,2025-02-02T20:35,2025/2/4 18:63,"42,686",42664,0.25,,NEW10,DELHI,12.934158081787453,77.5961768034432,fast,wallet,DL-4629326416,Minor,AC performance slightly low
RES-01047,CUST-1323,CAR 389,Creta,Cancelled,2025-01-12 21:52,2025/1/19 21:79,21-01-2025 22:52,60555 km,60833km,30%,$20/day,DISC20,BLR,12.938627280437114,77.55564694432968,,-,DL-6269373723,None,Navigation system malfunction reported
RES-01048,CUST-1993,CAR-451,Luxury,No_Show,2025/05/15 22:58,2025-05-24 22:58,2025-05-25 01:58,54847 km,55283km,0.10,"₹1,800/day",DISC20,unknown,12.918744457527913,77.57426681857179,56,upi,DL-7337792234,None,Navigation system malfunction reported
RES-01049,CUST-1895,CAR_022,Hatchback,Cancelled,2025/03/31 04:59,09-04-2025 04:59,09-04-2025 12:59,79261 km,79598,0.10,USD 25/day,DISC20,bangalore,12.9182487281619,77.56001598676505,fast,card,DL-1878144741,Minor,
RES-01050,CUST-1843,CAR163,Hatchback,Cancelled,2025-05-23T22:33,2025-05-28 22:33,2025-05-28 23:33,27027 km,27271km,30%,2000/day,SAVE50,blr,12.948566608101434,77.58151101763492,106 km/h,netbanking,DL-9174471171,Minor,
RES-01051,CUST-0166,car321,Suzuki,No_Show,2025-02-26T19:23,03/02/2025 19:23,2025/3/5 7:73,"43,811","44,140",1.0,,,CHN,12.936252533260488,77.62192206405369,72kmh,CASH,DL-4673610440,Major,Tyre pressure alert during trip
RES-01052,CUST-1606,CAR-142 ,Luxury,No_Show,2025-01-08 02:24,2025/1/13 2:79,01/13/2025 05:24,"18,845",18989km,0.75,Rs1500/day,,N/A,12.924167979469084,77.64795579508704,94,upi ,DL-8683751131,None,
RES-01053,CUST-0382,CAR-541,SUV,No_Show,2025-04-21T22:47,2025/04/23 22:47,04/25/2025 05:47,"72,239",72481km,0.5,Rs1500/day,DISC20,chennai,12.93386216408311,77.61089405909085,fast,upi,DL-6398770544,None,Tyre pressure alert during trip
RES-01054,CUST-1667,car004,EV,Cancelled,13-02-2025 19:36,2025/2/18 19:78,2025-02-18T22:36,"74,307","74,686",0.30,₹2500 per day,DISC20,DELHI,12.892353787029107,77.61892500677077,24kmh, card,DL-2386947740,None,
RES-01055,CUST-0850,car165,EV,Completed,2025/1/20 17:79,2025/1/30 17:66,2025-01-31 15:45,25745,26080,0.75,USD 25/day,WELCOME5,Delhi,12.909936329855183,77.63845811196458,23,UPI,DL-8326510643,Major,Interior cleaning required
RES-01056,CUST-1969,CAR_209,Luxury,Completed,04/04/2025 05:50,2025-04-14T05:50,2025-04-15T19:50,51161,"51,327",50,1500/day,DISC20,Bombay,12.933757861697432,77.56377980829555,,UPI,DL-9325023863,Major,AC performance slightly low
RES-01057,CUST-1896,car-178,Suzuki,Cancelled,2025-02-21T18:03,2025/02/25 18:03,2025/2/26 9:66,52444 km,52626,25%,1500/day,,Mumbai,12.930247453509148,77.57025314868753,fast,wallet,DL-9555197244,Minor,Customer satisfied with ride
RES-01058,CUST-0304,CAR-132,Creta,Completed,16-04-2025 10:17,20-04-2025 10:17,04/23/2025 02:17,"17,543",17920,50%,$20/day,NEW10,Bengaluru,12.939802515151209,77.58494906055249,,upi ,DL-8425028414,Major,Navigation system malfunction reported
RES-01059,CUST-0714,CAR-036,EV,No_Show,2025-05-27 13:34,2025-06-04T13:34,2025-06-06 03:34,58275,58680,NA,USD 25/day,NEW10,mumbai,12.913256911797875,77.6216517287994,42kmh, card,DL-7980682939,Minor,Tyre pressure alert during trip
RES-01060,CUST-1597, CAR-343 ,Toyota,Completed,2025/05/03 12:04,2025-05-12 12:04,2025-05-13T15:04,23950 km,24429km,50,Rs1500/day,DISC20,Delhi,12.87706035160844,77.58519466616218,33kmh,CASH,DL-3241626941,Major,Customer reported minor scratch on door
RES-01061,CUST-1457,CAR-448 ,EV,Cancelled,2025/6/19 9:77,2025-06-23T09:00,06/24/2025 21:00,"62,151",62599,0.25,1500/day,,bangalore,12.880942027775928,77.64358570955272,,card,DL-1936720105,Minor,Tyre pressure alert during trip
RES-01062,CUST-0273,car-087,Sedan,Completed,29-05-2025 02:39,2025/6/5 2:76,2025/6/5 10:77,"25,577",25593km,75,1500/day,NEW10,Bombay,12.947092103364684,77.55293408551087,59kmh,card,DL-1692513467,Major,Low fuel warning observed
RES-01063,CUST-0594,car-042,SUV,Completed,2025-04-17 22:53,18-04-2025 22:53,2025/04/20 00:53,79756 km,80077km,0.25,₹1500/day,SAVE50,delhi,12.897539232173532,77.58767558518238,fast,card,DL-9888973750,Minor,Vehicle returned late due to traffic
RES-01064,CUST-1331,car072,Toyota,Completed,2025/3/19 0:76,22-03-2025 00:50,2025/03/23 00:50,"62,943",63184km,75,USD 25/day,,CHN,12.85813953371,77.62418757965126,56kmh,,DL-2118984719,Major,Customer satisfied with ride
RES-01065,CUST-0840,CAR 060,Sedan,Completed,2025/04/06 11:26,2025-04-10 11:26,2025-04-11 05:26,56659,"57,040",0.5,₹2500 per day,NEW10,bangalore,12.868255173627553,77.6420758185658,52 km/h,cash,DL-8658765129,None,Vehicle returned late due to traffic
RES-01066,CUST-0299, CAR-369 ,Suzuki,No_Show,2025-06-16T05:27,06/24/2025 05:27,2025-06-25T19:27,49133,49157,NA,1500 per day,DISC20,Bombay,12.884513288461228,77.6438228136638,68 km/h,-,DL-7287136508,None,Car returned in good condition
RES-01067,CUST-0733,CAR-527 ,Creta,Completed,2025/03/14 08:24,2025-03-22 08:24,2025/3/25 1:63,14586 km,14944km,75,1500/day,SAVE50,MUM,12.91531076439274,77.62307038643281,100 km/h, card,DL-6284624527,Major,
RES-01068,CUST-0148,car-500,SUV,No_Show,01/04/2025 02:48,2025/1/5 2:69,2025/01/05 06:48,76619 km,"76,882",50%,₹ 2000 / day,SAVE50,BLR,12.912180424591245,77.60376028296456,,-,DL-5043023139,None,Low fuel warning observed
RES-01069,CUST-1414,CAR-240 ,EV,No_Show,11-05-2025 20:59,2025/05/12 20:59,05/15/2025 20:59,12789 km,13234,0.75,Rs1500/day,SAVE50,BLR,12.894615042795431,77.61913056696346,58,-,DL-2434613888,Minor,Customer requested early pickup
RES-01070,CUST-0387,CAR 449,Creta,Cancelled,28-05-2025 17:30,2025-06-04 17:30,2025-06-06 06:30,70479 km,70783,NA,Rs1500/day,NEW10,blr,12.915530408932051,77.64636316124219,fast,Credit Card,DL-8357184227,Major,Interior cleaning required
RES-01071,CUST-0469,CAR 362,Sedan,No_Show,02/22/2025 01:03,23-02-2025 01:03,2025/2/25 4:63,55761,55720km,1.0,₹2500 per day,DISC20,CHN,12.908818674726287,77.56866785171646,126,netbanking,DL-6048694868,Major,Vehicle returned late due to traffic
RES-01072,CUST-0790,CAR-094,Luxury,Cancelled,2025-02-05 11:46,2025-02-07T11:46,2025-02-08 22:46,"15,057",15221km,NA,₹ 2000 / day,,N/A,12.86040572373171,77.59501122781758,96,Credit Card,DL-5199477315,None,
RES-01073,CUST-1001,CAR-202,Suzuki,Completed,29-04-2025 00:25,05/01/2025 00:25,05/03/2025 17:25,14132,"14,253",NA,1800 perday,NEW10,Bengaluru,12.912220499251188,77.64386249380372,,cash,DL-7333078753,None,AC performance slightly low
RES-01074,CUST-0735,CAR-339,Toyota,Completed,03/23/2025 00:33,2025/3/30 0:60,2025-03-31T00:33,"59,690","59,761",30%,₹2500 per day,,DELHI,12.929117452021234,77.61978095134273,,CARD,DL-6250083487,None,Vehicle returned late due to traffic
RES-01075,CUST-0323,car-229,Suzuki,Completed,2025-01-04 09:29,2025-01-06T09:29,2025-01-06T05:29,"40,824",41323km,50%,1500/day,SAVE50,chennai,12.852216175489989,77.62343063211586,,-,DL-1487881416,Major,Customer reported minor scratch on door
RES-01076,CUST-0103,CAR-442 ,EV,No_Show,2025/04/28 08:36,2025/5/4 8:69,2025-05-06T16:36,15085,14996km,50%,1800 perday,,Delhi,12.864559041569919,77.62434993539738,, card,DL-5339007010,Minor,Customer requested early pickup
RES-01077,CUST-0996,CAR-218 ,Suzuki,Completed,2025/02/09 13:07,2025-02-18 13:07,2025-02-21T05:07,11278,"11,281",10%,1500 per day,SAVE50,New Delhi,12.915885541879467,77.56819712348644,, card,DL-7840702085,Major,Navigation system malfunction reported
RES-01078,CUST-0480,CAR_463,Suzuki,Cancelled,2025-02-10 18:12,2025/2/13 18:72,2025-02-15T18:12,78521 km,78423,0.25,1500 per day,DISC20,chennai,12.931067296830065,77.58293450996476,49 km/h,,DL-5080558509,Minor,Interior cleaning required
RES-01079,CUST-0200,car545,Toyota,Cancelled,2025/01/24 08:14,01/29/2025 08:14,30-01-2025 10:14,17821,"17,833",0.75,₹2500 per day,DISC20,Delhi,12.875853172503113,77.59547638197083,55 km/h,wallet,DL-3729045184,Minor,Customer satisfied with ride
RES-01080,CUST-0071,CAR-322,Hatchback,Cancelled,2025-05-07T19:47,2025-05-15T19:47,2025-05-16T04:47,11922,11972,,,SAVE50,blr,12.908233832147884,77.61620705239771,138,-,DL-4237357718,None,Customer satisfied with ride
RES-01081,CUST-1572,CAR 203,Sedan,No_Show,2025-03-06 14:13,2025-03-15 14:13,2025/03/17 02:13,21732 km,"21,843",50%,$20/day,NEW10,Chennai,12.900162669569058,77.57503765485292,107 km/h,upi,DL-9384657161,Major,AC performance slightly low
RES-01082,CUST-0775,CAR525,Luxury,Cancelled,2025-03-15T13:03,2025-03-24T13:03,03/24/2025 22:03,31366 km,"31,379",25%,₹1500/day,WELCOME5,MUM,12.928114958985388,77.60781320927452,59 km/h,-,DL-7855640773,Minor,
RES-01083,CUST-1403, CAR-396 ,EV,Cancelled,2025/4/6 16:63,04/12/2025 16:53,2025/04/12 14:53,44576 km,"44,688",0.10,Rs1500/day,,CHN,12.906279357279615,77.5789435833632,,UPI,DL-4395967258,None,Customer reported minor scratch on door
RES-01084,CUST-1270, CAR-374 ,EV,No_Show,2025/4/3 23:74,2025/4/8 23:63,04/11/2025 13:31,"11,964","12,221",NA,1500/day,NEW10,blr,12.90165320904193,77.63509237596075,131,upi,DL-7942924126,Major,Tyre pressure alert during trip
RES-01085,CUST-1969,car077,Creta,No_Show,2025-05-29T10:45,2025-06-07 10:45,06/08/2025 13:45,77090 km,77121,1.0,Rs1500/day,DISC20,BLR,12.944963353644297,77.55059430515632,, card,DL-9325023863,Major,Vehicle returned late due to traffic
RES-01086,CUST-1982,CAR_383,Suzuki,No_Show,05-04-2025 18:23,2025/4/13 18:75,2025/04/13 14:23,"75,430",75910,50,$20/day,DISC20,bangalore,12.92556804122592,77.60698756022624,105kmh,cash,DL-7233986817,Minor,Tyre pressure alert during trip
RES-01087,CUST-0791,CAR_207,Hatchback,No_Show,2025-03-23 17:16,2025-03-28 17:16,2025/03/31 15:16,14970,"14,921",NA,,,Chennai,12.858611709761256,77.59212921999726,33,cash,DL-5414605783,Major,Low fuel warning observed
RES-01088,CUST-1337,car-084,Creta,Cancelled,2025/4/5 11:61,2025/4/7 11:64,2025-04-10 07:43,67743,67734km,0.10,1500/day,DISC20,delhi,12.91339600918286,77.57799412551034,fast,card,DL-2925459513,Minor,Customer satisfied with ride
RES-01089,CUST-0675,car-295,Toyota,Completed,2025/03/22 15:25,2025-03-26T15:25,2025-03-29 15:25,50941,50951,0.25,$20/day,DISC20,Bengaluru,12.894633981809934,77.63231837335698,fast,Debit Card,DL-8336914258,Major,Interior cleaning required
RES-01090,CUST-0349,car470,SUV,Completed,2025-06-23 09:38,30-06-2025 09:38,2025-07-01T17:38,50561,50725,75,,DISC20,blr,12.85995255354091,77.60054073968604,,netbanking,DL-2472818415,Major,
RES-01091,CUST-1630,CAR_361,EV,No_Show,2025-02-03T17:20,2025/02/09 17:20,02/11/2025 02:20,41752,"42,241",0.25,2000/day,SAVE50,BLR,12.899588753810944,77.58228375937578,112kmh,wallet,DL-8060473457,Minor,Interior cleaning required
RES-01092,CUST-0061,CAR 498,SUV,Completed,2025/02/17 05:43,2025-02-21T05:43,2025/2/23 16:74,34084,34532,0.5,₹2500 per day,DISC20,MUM,12.906934781511298,77.64251335172136,92kmh,,DL-7859136756,None,Low fuel warning observed
RES-01093,CUST-0805,car344,Luxury,Cancelled,2024/12/25 15:34,2025/1/2 15:70,2025-01-02T12:34,"70,682",70807,1.0,₹1500/day,SAVE50,New Delhi,12.880662794737972,77.59057389186299,fast,Debit Card,DL-4148273231,Minor,Navigation system malfunction reported
RES-01094,CUST-1289,CAR_266,Luxury,No_Show,06-05-2025 15:19,05/12/2025 15:19,2025-05-14 00:19,"31,809","31,827",50,USD 25/day,NEW10,chennai,12.857006698911414,77.57562832260669,136,upi,DL-6052088900,Major,Customer reported minor scratch on door
RES-01095,CUST-0220,CAR531,Sedan,Cancelled,2025-06-03 17:12,06/12/2025 17:12,2025-06-13T03:12,65013 km,"65,217",75%,1500 per day,,DELHI,12.89950951852584,77.56131593199076,,card,DL-5957026611,Minor,Vehicle returned late due to traffic
RES-01096,CUST-1330,CAR_221,Luxury,Completed,06/12/2025 05:15,06/19/2025 05:15,2025-06-19 01:15,19108 km,"19,534",10%,2000/day,WELCOME5,bangalore,12.924269780549931,77.56094108187942,79 km/h,cash,DL-5428121702,Minor,Low fuel warning observed
RES-01097,CUST-0883,CAR-291 ,Hatchback,Completed,13-05-2025 07:07,2025-05-19T07:07,2025-05-20T20:07,35010 km,"35,085",30%,2000/day,NEW10,chennai,12.896777788742694,77.57071969931566,65,card,DL-1924087732,None,
RES-01098,CUST-0731,car-239,Hatchback,No_Show,27-04-2025 11:21,01-05-2025 11:21,2025-05-02T20:21,62827 km,62845,NA,1500 per day,SAVE50,blr,12.920402870795892,77.56596471173519,fast,upi,DL-4022209430,Minor,Interior cleaning required
RES-01099,CUST-1448,CAR_365,EV,No_Show,2025/06/10 18:37,2025-06-15T18:37,2025-06-17 00:37,21140 km,21165km,0.30,"₹1,800/day",NEW10,delhi,12.872438404317121,77.6198849203429,75,cash,DL-5094496660,Major,
RES-01100,CUST-0085,car-500,SUV,Completed,16-02-2025 18:41,21-02-2025 18:41,24-02-2025 03:41,"64,462",64519,0.5,"₹1,800/day",NEW10,blr,12.901993410374196,77.62526657788527,73,Wallet,DL-1145216219,Major,Tyre pressure alert during trip
RES-01101,CUST-0700,CAR-569 ,Creta,No_Show,2025/02/11 15:00,02/16/2025 15:00,2025/2/18 11:63,"66,720","66,623",0.5,₹1500/day,WELCOME5,mumbai,12.916919401075296,77.59464115575882,140 km/h,upi,DL-9473911572,Minor,
RES-01102,CUST-1798,CAR_309,Toyota,No_Show,06-06-2025 17:54,06/08/2025 17:54,06/11/2025 06:54,"74,943",75273km,100%,,SAVE50,Delhi,12.928574400170243,77.6218594336826,58,-,DL-4063273633,None,Navigation system malfunction reported
RES-01103,CUST-0120, CAR-533 ,Luxury,Completed,2025/03/01 00:46,2025/03/03 00:46,03/03/2025 20:46,73250 km,"73,549",50%,$20/day,,BLR,12.925605873484775,77.55135199147163,fast,-,DL-5533370250,None,Customer satisfied with ride
RES-01104,CUST-0521,CAR265,EV,Completed,2025/04/01 15:06,2025-04-11 15:06,2025-04-14T00:06,35405,35738,10%,1800 perday,NEW10,bangalore,12.946713485132728,77.55466895265239,129kmh,Debit Card,DL-6085377945,Minor,Navigation system malfunction reported
RES-01105,CUST-1154, CAR-520 ,Luxury,No_Show,01/13/2025 13:09,01/18/2025 13:09,2025/01/21 13:09,42149 km,42633km,30%,1500/day,WELCOME5,New Delhi,12.911882465831141,77.59775198957523,136kmh,Debit Card,DL-5288262468,None,Navigation system malfunction reported
RES-01106,CUST-0842,CAR-294,Creta,No_Show,2025/1/19 2:60,2025/1/21 2:60,22-01-2025 07:55,"46,296",46596,30%,,SAVE50,Mumbai,12.937710593903326,77.60502013943331,fast,CARD,DL-1271296645,Major,Customer satisfied with ride
RES-01107,CUST-0713,car470,SUV,Cancelled,2025-06-03T01:56,2025/06/10 01:56,06/11/2025 15:56,"54,979","54,894",75%,USD 25/day,DISC20,chennai,12.89848177551767,77.62813449383117,79 km/h,card,DL-3210003494,Major,Tyre pressure alert during trip
RES-01108,CUST-1832,car258,SUV,Completed,2025-02-27T12:21,28-02-2025 12:21,2025/3/1 5:69,"74,097","74,286",75%,"₹1,800/day",WELCOME5,Chennai,12.871098515150587,77.63443086995774,64,-,DL-1749356448,Major,AC performance slightly low
RES-01109,CUST-1254,CAR-155 ,Toyota,Completed,04/07/2025 22:17,2025/4/10 22:64,2025-04-13 09:17,70866 km,70928km,50%,1500 per day,SAVE50,Bombay,12.914861599825455,77.57210326378832,86kmh,upi,DL-8797811400,None,Car returned in good condition
RES-01110,CUST-0772,CAR-507 ,Hatchback,Cancelled,01/23/2025 03:49,28-01-2025 03:49,2025/1/29 7:76,19856,20181km,1.0,1800 perday,NEW10,BLR,12.893941632719306,77.6425080321277,fast,UPI,DL-7008507977,None,Low fuel warning observed
RES-01111,CUST-1092,CAR-149 ,Creta,No_Show,15-03-2025 07:55,2025/03/19 07:55,03/21/2025 23:55,10423,10813,75%,$20/day,WELCOME5,MUM,12.87024225685567,77.57578141295777,117,UPI,DL-8584058956,Minor,
